4	0
5	0
7	0
8	0
10	0
14	0
15	0
18	0
19	0
27	0
30	0
32	0
34	0
36	0
40	0
44	0
46	0
47	0
50	0
52	0
54	0
56	0
62	0
64	0
67	0
68	0
69	0
70	0
71	0
72	0
76	0
77	0
83	0
92	0
94	0
97	0
100	0
101	0
105	0
107	0
109	0
111	0
113	0
116	0
118	0
119	0
121	0
125	0
127	0
128	0
133	0
139	0
153	0
158	0
162	0
163	0
170	0
171	0
175	0
177	0
179	0
181	0
183	0
185	0
186	0
189	0
191	0
192	0
199	0
210	0
214	0
216	0
217	0
218	0
222	0
229	0
232	0
233	0
236	0
245	0
252	0
261	0
263	0
274	0
275	0
277	0
280	0
281	0
285	0
290	0
292	0
294	0
295	0
297	0
298	0
300	0
302	0
305	0
317	0
319	0
320	0
323	0
324	0
327	0
329	0
335	0
337	0
345	0
346	0
348	0
349	0
352	0
354	0
356	0
358	0
359	0
361	0
367	0
368	0
369	0
372	0
375	0
376	0
377	0
382	0
384	0
385	0
391	0
392	0
396	0
401	0
402	0
404	0
407	0
408	0
416	0
418	0
422	0
425	0
428	0
429	0
436	0
437	0
440	0
442	0
445	0
448	0
454	0
456	0
461	0
466	0
467	0
468	0
470	0
473	0
476	0
478	0
479	0
481	0
485	0
486	0
488	0
490	0
493	0
495	0
500	0
504	0
507	0
509	0
511	0
512	0
514	0
525	0
526	0
527	0
530	0
531	0
536	0
546	0
547	0
548	0
549	0
550	0
559	0
560	0
571	0
572	0
582	0
587	0
591	0
594	0
596	0
597	0
599	0
600	0
604	0
613	0
622	0
628	0
631	0
632	0
634	0
636	0
638	0
639	0
640	0
644	0
649	0
652	0
653	0
655	0
657	0
658	0
660	0
663	0
664	0
665	0
673	0
677	0
678	0
680	0
681	0
683	0
690	0
692	0
694	0
698	0
706	0
707	0
710	0
712	0
713	0
716	0
720	0
721	0
722	0
728	0
729	0
731	0
733	0
735	0
738	0
740	0
742	0
743	0
745	0
747	0
748	0
749	0
750	0
753	0
757	0
761	0
764	0
769	0
774	0
777	0
778	0
779	0
782	0
786	0
790	0
796	0
798	0
799	0
801	0
802	0
805	0
809	0
810	0
819	0
825	0
837	0
838	0
843	0
844	0
846	0
848	0
850	0
853	0
855	0
856	0
858	0
859	0
861	0
863	0
865	0
867	0
873	0
883	0
887	0
891	0
892	0
899	0
900	0
902	0
905	0
906	0
908	0
913	0
920	0
921	0
926	0
927	0
928	0
929	0
942	0
944	0
947	0
948	0
951	0
954	0
956	0
957	0
958	0
959	0
964	0
966	0
968	0
974	0
977	0
979	0
981	0
982	0
984	0
985	0
988	0
989	0
991	0
993	0
994	0
995	0
997	0
998	0
1003	0
1004	0
1008	0
1011	0
1013	0
1014	0
1015	0
1023	1
1024	1
1028	1
1030	1
1031	1
1038	1
1039	1
1041	1
1042	1
1044	1
1045	1
1049	1
1051	1
1052	1
1059	1
1060	1
1062	1
1063	1
1068	1
1071	1
1073	1
1074	1
1075	1
1080	1
1082	1
1083	1
1091	1
1095	1
1096	1
1098	1
1103	1
1109	1
1110	1
1113	1
1115	1
1119	1
1120	1
1123	1
1125	1
1127	1
1128	1
1129	1
1130	1
1131	1
1135	1
1139	1
1140	1
1142	1
1143	1
1144	1
1151	1
1153	1
1156	1
1159	1
1160	1
1165	1
1169	1
1171	1
1174	1
1177	1
1179	1
1182	1
1185	1
1189	1
1191	1
1192	1
1193	1
1197	1
1198	1
1201	1
1202	1
1208	1
1215	1
1216	1
1219	1
1221	1
1226	1
1227	1
1229	1
1232	1
1239	1
1243	1
1250	1
1254	1
1257	1
1260	1
1261	1
1262	1
1265	1
1266	1
1268	1
1271	1
1273	1
1275	1
1276	1
1277	1
1279	1
1280	1
1282	1
1285	1
1286	1
1293	1
1299	1
1301	1
1304	1
1305	1
1307	1
1308	1
1309	1
1313	1
1318	1
1319	1
