size=64, nhead=8, dropout=0.4, neigh-por=0.6, lr=0.01, batch-size=256, epochs=50, attributed=True, supervised=True
4	0.8763273 -0.55210227 -0.9020971 -0.95270133
5	0.8463993 -0.36651844 -0.9910525 -0.93334484
7	0.73564565 -0.93538684 -0.47008276 -0.0781813
8	0.09618023 -0.67392945 -0.25363 -0.89532465
10	0.9320886 -0.74277127 -0.92826784 -0.9883503
14	0.57489616 0.24187917 -0.91662204 -0.9826342
15	0.29547483 -0.7333043 -0.8875058 -0.65091705
18	-0.48010477 -0.47131768 0.79706746 -0.96489775
19	0.6159676 -0.016002834 -0.52395004 -0.90518534
27	0.75459516 -0.51322067 -0.9590552 -0.9746943
30	0.13211367 -0.85351104 -0.71648633 -0.6434235
32	0.7771815 -0.9852411 -0.98627794 -0.26808202
34	0.97772276 -0.68955505 -0.76798314 -0.9167185
36	0.2983694 -0.3027583 -0.82724357 -0.97364223
40	0.9950502 -0.9461901 -0.798903 -0.94517857
44	0.7358979 -0.43391234 -0.9645201 -0.6793723
46	0.047824033 -0.9243419 -0.73890084 0.38962328
47	0.79575825 0.19835693 -0.97548246 -0.85591567
50	0.6250846 -0.6963453 -0.94569516 -0.82161987
52	0.6492717 -0.78916013 -0.91196144 -0.75489295
54	0.0368409 -0.72621864 0.4121527 -0.80453455
56	0.9922353 -0.98576105 -0.9877902 -0.8256347
62	0.08434192 -0.34075442 -0.55925477 -0.89793277
64	0.88344324 -0.37118307 -0.98835623 -0.9742062
67	0.5080044 -0.5815813 -0.9309697 -0.9228471
68	-0.8976798 0.39959174 -0.53316784 -0.8322022
69	0.91943944 -0.9798075 -0.8868623 -0.829836
70	0.97442746 -0.9833715 -0.9058255 -0.94987166
71	0.6664425 -0.2080544 -0.9170938 -0.95870537
72	0.90472704 -0.939507 -0.9594275 -0.8749585
76	0.21766394 0.48316392 -0.92228127 -0.8886336
77	0.88663775 -0.94740665 -0.99244773 -0.44949645
83	0.8892275 -0.9038125 -0.9693597 -0.8396958
92	0.5934814 0.50833756 -0.9885305 -0.9524823
94	0.7930612 -0.7713141 -0.980463 -0.8373479
97	0.9381105 -0.98490775 -0.8773842 -0.9247199
100	-0.4488837 -0.6355581 0.08558646 -0.7651613
101	0.86881864 -0.984972 -0.9876424 -0.19065274
105	0.58381957 -0.66226256 -0.9297443 -0.8523302
107	0.79255915 -0.32158622 -0.98582816 -0.9385525
109	0.099115744 -0.017334074 -0.83528054 -0.7184485
111	0.42963058 -0.9199705 -0.94879186 0.5856576
113	0.06755078 -0.597749 -0.9329549 0.27218035
116	0.57991695 -0.4417417 -0.87319887 -0.98164654
118	-0.44133747 -0.84633505 -0.06656186 0.02196455
119	0.88054293 -0.9635699 -0.989589 -0.3828701
121	0.7671153 -0.49561018 -0.96369565 -0.95705515
125	0.04781927 0.081625536 -0.79105407 -0.6459473
127	0.37929955 -0.26948628 -0.84656537 -0.95267844
128	0.52705353 -0.9706266 -0.883674 -0.4636953
133	0.10740846 0.023766413 -0.4646929 -0.938847
139	0.94148433 -0.98120797 -0.93567705 -0.7582498
153	0.75652134 -0.60220796 -0.9943228 -0.7056836
158	0.75189114 -0.42092183 -0.9844237 -0.92375576
162	0.9087987 -0.53487414 -0.96153283 -0.98418844
163	0.9654918 -0.98480976 -0.9919839 -0.4480831
170	0.63153636 -0.94922 -0.93969643 0.1337517
171	-0.3244966 0.9772582 -0.44171664 -0.9876523
175	0.86948407 -0.35876843 -0.98937297 -0.96149766
177	0.48711997 -0.937335 -0.97238016 -0.030924652
179	0.9923167 -0.9811524 -0.9498354 -0.9713097
181	0.83219326 0.2378506 -0.99169207 -0.960305
183	0.78733546 0.32626176 -0.99158865 -0.96137035
185	-0.95217586 -0.9690013 -0.912204 0.99637043
186	0.066888586 0.5114674 -0.58293605 -0.9131458
189	0.7440106 0.141077 -0.5615748 -0.93828887
191	0.8683567 -0.9678197 -0.96811986 -0.65672743
192	0.1610111 -0.12741786 -0.21634385 -0.9944109
199	0.8692162 -0.5404812 -0.9860476 -0.9563881
210	0.9962131 -0.9962643 -0.9744624 -0.92169386
214	0.67356515 0.23188579 -0.9834619 -0.7765364
216	0.764446 -0.56474376 -0.83342457 -0.96909153
217	0.53912824 -0.9174898 -0.8890265 -0.71747494
218	0.6639521 -0.80563647 -0.89379615 -0.9230407
222	0.59396434 0.7828151 -0.97873163 -0.9477658
229	-0.30301392 -0.23686492 -0.5381603 -0.6296557
232	-0.005704716 -0.93019104 -0.93951297 0.9885849
233	0.021808073 0.023329472 -0.22157511 -0.9617284
236	0.018405449 0.40249205 -0.98821914 -0.031731777
245	0.6714511 -0.16414696 -0.97531104 -0.96054935
252	0.8322354 -0.27969366 -0.9915223 -0.96092373
261	0.88198006 -0.7204703 -0.9737083 -0.922307
263	0.15619718 -0.96478564 -0.966049 0.7726507
274	0.9247898 -0.5045276 -0.99533665 -0.09497768
275	0.26171 -0.058806792 -0.52910393 -0.98898864
