size=64, nhead=8, dropout=0.4, neigh-por=0.6, lr=0.01, batch-size=256, epochs=50, attributed=True, supervised=True
3	-0.117775336 -0.7867706 -0.84145683 0.17138213
6	0.7635474 -0.967256 -0.8148843 -0.76625496
9	0.85476065 -0.97604585 -0.59884447 -0.9272728
17	0.0326178 -0.37065578 -0.95286536 0.22952084
20	-0.4191942 -0.7239411 -0.75164235 0.4466771
21	-0.7166201 -0.47153163 0.32701293 -0.38430062
23	0.95922345 -0.41469094 -0.89289224 -0.99148655
24	0.81301594 -0.59721345 -0.8362675 -0.91589105
25	0.31859115 -0.8817005 -0.87481725 -0.22307745
26	-0.4332088 -0.88265896 -0.9454751 0.8718002
29	0.8706725 -0.5528072 -0.74230355 -0.94209623
31	0.96971357 -0.0607347 -0.91160154 -0.9956622
37	0.9909004 -0.9779833 -0.9177481 -0.97030973
38	0.6108214 0.015673574 -0.80368257 -0.7664889
45	0.34394348 -0.727443 -0.37923235 -0.60182256
48	-0.19117412 -0.9886267 0.73713195 -0.65976346
51	-0.43439907 -0.49133566 -0.27027985 0.14777738
57	0.9135734 -0.9824717 -0.9533319 -0.26793236
60	0.79079616 -0.9636595 -0.0021600723 -0.9019207
61	0.15966955 0.015956894 -0.6515083 -0.4929608
63	0.32397586 0.51198995 -0.8000946 -0.96121883
73	0.41191322 -0.90898764 -0.8144195 -0.48354572
74	0.689921 -0.97207564 -0.2675841 -0.31554836
75	0.9919696 -0.98017323 -0.89990115 -0.98203456
78	0.35815397 0.09098985 -0.569788 -0.9797217
80	0.852913 -0.82256097 -0.8744488 -0.94455224
82	-0.2261831 0.067937315 -0.7310915 -0.63493484
85	0.38474867 -0.58117735 -0.32639998 -0.6186069
90	0.8902419 -0.99755776 -0.9547931 -0.08397192
95	0.54992104 -0.08349264 -0.74117047 -0.7820885
99	0.62897027 -0.97847205 -0.44894353 -0.84178984
103	0.33295816 0.22600845 -0.9486667 -0.8791325
104	0.61244714 0.07145308 -0.91933644 -0.7969522
106	-0.02834645 -0.9866319 -0.11928901 0.49213746
110	0.884605 -0.9693904 -0.41732106 -0.9463293
112	0.2809917 -0.88546443 -0.0639101 -0.368608
114	0.85556287 0.2933771 -0.9208151 -0.9883182
117	0.9832231 -0.8739544 -0.91672885 -0.9963007
122	0.7967092 -0.98867965 -0.9312316 -0.24756478
123	-0.5212741 -0.4748472 0.81946194 -0.79669535
129	0.9374883 -0.002473155 -0.8398174 -0.98377573
130	0.43211487 -0.0026069796 -0.77366257 -0.9013145
134	0.87518454 -0.4739632 -0.5435708 -0.98800987
135	-0.7595463 0.43114707 -0.6251973 -0.89378655
136	0.041505404 -0.6429453 -0.96993923 -0.0019635558
137	0.5113426 -0.44254023 -0.4727844 -0.96860385
141	0.9696672 -0.37414822 -0.864524 -0.99691385
142	-0.54717696 -0.690974 0.14404503 -0.5498321
145	0.8678577 -0.461694 -0.95029056 -0.80752
146	0.44659907 0.12669805 -0.9503242 -0.8487169
148	0.8523927 0.0042139264 -0.9299804 -0.8469287
150	0.6422644 -0.2345377 -0.63920677 -0.96130395
151	0.41643575 -0.023340255 -0.89810985 -0.26820987
155	0.9859077 -0.5107803 -0.8787627 -0.9729557
159	-0.35794112 0.11796618 -0.8205898 -0.2227457
167	0.3136105 -0.49686164 -0.5174862 -0.9564791
168	0.8478695 0.38112873 -0.9118972 -0.9845116
174	0.9234779 -0.9745309 -0.94396615 -0.8373182
176	0.8131914 -0.9696845 -0.905627 -0.25749665
180	0.93995476 0.00045577902 -0.8789965 -0.9909104
