898	4158	1
1114	4165	1
3596	4167	1
2270	4173	1
1723	4178	1
552	4180	1
756	4184	1
3701	4185	1
3596	4186	1
1172	4187	1
1505	4187	1
1473	4188	1
4062	4192	1
1791	4199	1
3886	4200	1
1522	4202	1
1524	4202	1
2515	4205	1
1725	4211	1
435	4213	1
1688	4220	1
1688	4225	1
1451	4229	1
3331	4229	1
3804	4229	1
659	4237	1
3470	4237	1
704	4241	1
4067	4243	1
2565	4248	1
4041	4249	1
4149	4249	1
3969	4250	1
898	4254	1
1375	4260	1
1556	4261	1
1064	4262	1
4004	4262	1
2220	4264	1
3432	4266	1
3636	4266	1
3645	4267	1
184	4269	1
763	4269	1
1296	4276	1
2673	4280	1
2986	4280	1
2999	4280	1
3082	4280	1
3060	4282	1
2220	4283	1
590	4285	1
2772	4287	1
3800	4289	1
2991	4290	1
231	4293	1
685	4293	1
273	4294	1
1564	4295	1
3233	4295	1
2240	4296	1
2279	4296	1
2279	4297	1
1978	4298	1
2885	4303	1
2885	4304	1
2885	4305	1
2885	4306	1
2239	4307	1
2240	4307	1
2279	4307	1
2279	4308	1
2596	4308	1
266	4310	1
570	4310	1
2386	4313	1
2488	4313	1
334	4314	1
736	4315	1
2023	4320	1
37	4321	1
1464	4329	1
2021	4329	1
2023	4329	1
2489	4336	1
3101	4336	1
878	4339	1
3351	4345	1
167	4346	1
2596	4352	1
3865	4353	1
736	4357	1
3750	4358	1
1270	4359	1
1055	4360	1
90	4361	1
353	4361	1
90	4362	1
353	4362	1
538	4362	1
940	4362	1
1855	4365	1
2136	4365	1
621	4367	1
371	4370	1
736	4370	1
886	4370	1
934	4370	1
1148	4370	1
1315	4370	1
1473	4370	1
1487	4370	1
1622	4370	1
1744	4370	1
1789	4370	1
619	4372	1
3032	4378	1
897	4379	1
552	4381	1
258	4384	1
1337	4384	1
1780	4387	1
2053	4398	1
2118	4398	1
1487	4399	1
1789	4399	1
3337	4401	1
1163	4403	1
1406	4405	1
1487	4412	1
1688	4414	1
1752	4414	1
469	4415	1
465	4418	1
1371	4419	1
1269	4420	1
