2851	4154	1
3150	4155	1
3118	4156	1
76	4160	1
3130	4161	1
742	4168	1
4110	4174	1
1191	4175	1
368	4176	1
368	4177	1
1604	4179	1
2480	4179	1
3118	4179	1
1177	4187	1
1750	4187	1
2930	4189	1
3025	4193	1
1616	4196	1
3881	4200	1
1761	4201	1
1533	4204	1
2514	4205	1
778	4213	1
2135	4216	1
3841	4218	1
591	4219	1
118	4221	1
782	4221	1
1756	4222	1
292	4226	1
280	4227	1
320	4228	1
1151	4229	1
1379	4229	1
2938	4229	1
3081	4229	1
3555	4229	1
4099	4229	1
1727	4231	1
1509	4233	1
2129	4236	1
660	4237	1
1983	4237	1
3170	4238	1
3170	4239	1
2264	4240	1
2280	4242	1
3595	4244	1
2432	4251	1
4058	4253	1
372	4260	1
979	4260	1
3975	4260	1
319	4261	1
1502	4261	1
1557	4261	1
1558	4261	1
1559	4261	1
1565	4261	1
1609	4261	1
1953	4262	1
3270	4262	1
3386	4262	1
3453	4262	1
3651	4262	1
2977	4264	1
1227	4267	1
509	4269	1
2851	4273	1
125	4274	1
1339	4274	1
2289	4278	1
2197	4279	1
2589	4279	1
3051	4279	1
2570	4280	1
2589	4280	1
3027	4280	1
2977	4283	1
3027	4284	1
2432	4290	1
753	4291	1
653	4292	1
139	4293	1
4022	4295	1
2436	4297	1
1492	4298	1
4054	4301	1
127	4302	1
2609	4308	1
2333	4309	1
735	4310	1
942	4310	1
1226	4311	1
2142	4313	1
2331	4313	1
2710	4313	1
3004	4313	1
3041	4313	1
927	4314	1
1127	4315	1
1232	4316	1
1232	4317	1
958	4322	1
958	4323	1
3329	4324	1
3555	4325	1
1109	4329	1
1399	4329	1
1109	4330	1
3163	4332	1
3579	4332	1
3070	4337	1
3977	4341	1
3620	4344	1
3808	4345	1
3779	4347	1
1815	4348	1
404	4350	1
657	4350	1
663	4351	1
3688	4353	1
657	4355	1
3640	4356	1
493	4362	1
500	4362	1
369	4370	1
713	4370	1
863	4370	1
948	4370	1
1198	4370	1
1576	4370	1
2905	4374	1
985	4375	1
1851	4379	1
1381	4380	1
1120	4382	1
994	4384	1
683	4385	1
1627	4389	1
1627	4390	1
1815	4393	1
1686	4394	1
4104	4396	1
1049	4398	1
1193	4398	1
1619	4398	1
1985	4398	1
2107	4398	1
863	4399	1
1576	4399	1
1098	4405	1
479	4406	1
1576	4408	1
320	4409	1
747	4410	1
846	4410	1
1753	4411	1
920	4414	1
1749	4414	1
1293	4417	1
1201	4419	1
1419	4419	1
3894	4419	1
1268	4420	1
2967	4421	1
2533	4425	1
846	4426	1
479	4430	1
571	4430	1
957	4430	1
1749	4430	1
4054	4430	1
1761	4433	1
665	4436	1
1753	4437	1
1243	4438	1
1219	4440	1
1419	4440	1
3841	4440	1
401	4443	1
466	4443	1
467	4443	1
470	4443	1
926	4443	1
3247	4443	1
1293	4444	1
855	4445	1
1739	4445	1
1177	4450	1
1563	4450	1
1750	4450	1
1815	4451	1
3354	4452	1
1609	4454	1
317	4456	1
733	4457	1
745	4457	1
1324	4457	1
1986	4457	1
3904	4457	1
1293	4460	1
1349	4460	1
3542	4461	1
1623	4464	1
1623	4465	1
706	4468	1
3344	4472	1
778	4473	1
3316	4474	1
1243	4475	1
1718	4475	1
2048	4475	1
3842	4475	1
3910	4475	1
1125	4479	1
3906	4480	1
1623	4481	1
2055	4482	1
2142	4485	1
1492	4486	1
1271	4487	1
1570	4487	1
1884	4487	1
1997	4487	1
2016	4487	1
3949	4489	1
1271	4493	1
1570	4493	1
1884	4493	1
1098	4496	1
3955	4498	1
742	4500	1
3231	4501	1
3950	4504	1
3631	4510	1
153	4513	1
631	4513	1
757	4513	1
3017	4520	1
27	4521	1
377	4521	1
3538	4523	1
632	4527	1
944	4530	1
1877	4531	1
951	4535	1
467	4536	1
466	4537	1
467	4537	1
3247	4538	1
2783	4540	1
320	4541	1
993	4542	1
3595	4544	1
437	4545	1
170	4547	1
170	4548	1
3329	4548	1
664	4549	1
3172	4553	1
2044	4554	1
2197	4555	1
119	4561	1
2076	4561	1
2314	4561	1
15	4562	1
356	4562	1
1169	4563	1
2283	4563	1
2076	4564	1
2314	4564	1
3665	4565	1
2783	4566	1
218	4568	1
1216	4569	1
1709	4569	1
4040	4571	1
101	4574	1
858	4574	1
1273	4579	1
1499	4581	1
981	4582	1
649	4584	1
428	4585	1
1201	4590	1
1339	4590	1
1374	4590	1
1419	4590	1
3894	4590	1
3247	4591	1
891	4593	1
1365	4594	1
959	4595	1
2905	4595	1
2905	4596	1
1260	4597	1
1260	4598	1
956	4599	1
3321	4599	1
54	4602	1
1307	4603	1
1573	4603	1
636	4605	1
690	4605	1
892	4605	1
1110	4606	1
1551	4606	1
1098	4611	1
2781	4612	1
125	4615	1
100	4618	1
3944	4620	1
2333	4622	1
2333	4623	1
3049	4625	1
1986	4627	1
1014	4628	1
2687	4629	1
512	4635	1
958	4635	1
1929	4645	1
1929	4646	1
2002	4646	1
2003	4646	1
1459	4648	1
1179	4651	1
1398	4651	1
1452	4651	1
1503	4659	1
1504	4659	1
1504	4660	1
1503	4661	1
1504	4661	1
2954	4662	1
2424	4664	1
2071	4666	1
2071	4667	1
2815	4667	1
2073	4671	1
2073	4672	1
2477	4672	1
2074	4675	1
2074	4676	1
2710	4676	1
2948	4676	1
2076	4678	1
119	4679	1
2076	4679	1
2592	4679	1
2076	4680	1
119	4681	1
2076	4681	1
2314	4681	1
2076	4682	1
1368	4683	1
2675	4685	1
2397	4688	1
2397	4689	1
2891	4691	1
3073	4691	1
2891	4692	1
2891	4693	1
3073	4693	1
1185	4694	1
966	4695	1
2414	4697	1
3079	4699	1
3079	4700	1
2078	4701	1
3220	4706	1
2082	4708	1
2722	4709	1
2992	4709	1
3057	4709	1
3057	4710	1
3057	4711	1
3057	4712	1
2082	4713	1
2082	4714	1
2082	4715	1
2082	4716	1
2992	4718	1
2131	4719	1
2084	4726	1
1996	4727	1
2084	4727	1
2085	4731	1
2085	4732	1
3093	4732	1
2038	4738	1
2087	4739	1
2543	4739	1
2088	4740	1
2734	4741	1
2088	4742	1
2088	4743	1
2088	4744	1
2089	4745	1
2089	4746	1
2376	4747	1
2458	4747	1
735	4748	1
2433	4749	1
3094	4749	1
2091	4754	1
2091	4756	1
2091	4757	1
2842	4758	1
2781	4763	1
2093	4770	1
2093	4771	1
2226	4771	1
2119	4790	1
2098	4803	1
3282	4805	1
2149	4806	1
3027	4806	1
2099	4807	1
2099	4808	1
2099	4809	1
1024	4814	1
1028	4814	1
1339	4814	1
1374	4814	1
1585	4814	1
2595	4814	1
2836	4814	1
1232	4819	1
1956	4830	1
2677	4832	1
2394	4833	1
2395	4833	1
2197	4835	1
2107	4837	1
2766	4838	1
2546	4839	1
2108	4840	1
2108	4841	1
2109	4844	1
2109	4845	1
8	4847	1
8	4848	1
2546	4849	1
2112	4853	1
2738	4853	1
2777	4853	1
2780	4853	1
3075	4853	1
2592	4856	1
3075	4857	1
2738	4859	1
2780	4859	1
3049	4859	1
2777	4862	1
2738	4863	1
2780	4863	1
2119	4867	1
2120	4868	1
2120	4869	1
2120	4870	1
1528	4874	1
3091	4877	1
358	4880	1
2800	4883	1
2124	4889	1
2125	4889	1
3127	4897	1
3127	4898	1
2424	4899	1
2935	4899	1
3127	4899	1
2129	4902	1
2129	4903	1
2130	4904	1
2130	4905	1
2632	4905	1
2362	4907	1
2131	4908	1
2142	4910	1
3004	4910	1
3749	4915	1
2311	4917	1
2134	4919	1
2146	4919	1
2134	4920	1
2134	4921	1
2134	4922	1
2135	4923	1
2215	4923	1
2441	4923	1
2145	4929	1
2145	4930	1
2140	4933	1
2140	4934	1
3037	4936	1
3038	4936	1
2141	4937	1
1276	4939	1
2178	4939	1
2683	4940	1
2146	4944	1
2145	4947	1
2145	4948	1
2145	4949	1
2145	4950	1
2145	4951	1
2145	4952	1
2145	4953	1
2145	4954	1
2145	4955	1
2146	4956	1
2149	4964	1
2150	4965	1
858	4969	1
2436	4970	1
2233	4971	1
3806	4972	1
3874	4972	1
1462	4974	1
2155	4975	1
185	4977	1
3142	4977	1
3300	4977	1
3302	4977	1
3307	4977	1
3404	4977	1
3454	4977	1
3535	4977	1
3538	4977	1
3606	4977	1
3729	4977	1
