size=50, nhead=8, dropout=0.4, neigh-por=0.6, lr=0.01, batch-size=256, epochs=50, attributed=True, supervised=True
4	-0.25376725 -0.4272663 -0.018556004 0.38820717
5	-0.2558319 -0.42962614 -0.014776902 0.39066908
9	-0.32231143 -0.3468854 -0.1841106 0.3753701
19	-0.27623165 -0.39610794 -0.08362694 0.3854536
23	-0.2658373 -0.4338379 -0.043340772 0.39881685
24	-0.28425553 -0.4142687 -0.09200113 0.3874282
25	-0.21513675 -0.4258595 0.017442508 0.3839009
27	-0.28717065 -0.42144525 -0.1107338 0.38875425
29	-0.25437447 -0.42045778 -0.0143281855 0.38509163
32	-0.23116288 -0.4575887 0.00973714 0.38365507
35	-0.23584059 -0.45335728 0.028310666 0.3948289
36	-0.27452862 -0.40067637 -0.09502766 0.39163166
37	-0.32219532 -0.3364455 -0.1867615 0.3793016
39	-0.3010236 -0.36446851 -0.15832447 0.37491086
40	-0.2825084 -0.38435182 -0.10173141 0.38338664
41	-0.30405253 -0.40355274 -0.13006754 0.3877184
44	-0.30057126 -0.39101765 -0.13656595 0.38935435
51	-0.29212654 -0.41007328 -0.09470527 0.39467594
52	-0.2518144 -0.40391624 -0.038361873 0.38362458
63	-0.16504842 -0.50397867 0.17729414 0.3868611
65	-0.3039515 -0.40715364 -0.12680869 0.38828257
66	-0.3089221 -0.4211303 -0.12025158 0.39238355
69	-0.3495759 -0.39514735 -0.20564328 0.3948706
70	-0.3189057 -0.4199319 -0.15677038 0.3835891
71	-0.2607575 -0.3992987 -0.074496955 0.37480664
77	-0.28958037 -0.43689886 -0.06641732 0.396546
80	-0.29271427 -0.37469798 -0.116833344 0.37848526
83	-0.28280032 -0.46547878 -0.06243168 0.39918062
90	-0.32994738 -0.39923617 -0.1567782 0.39089406
95	-0.29472542 -0.3392181 -0.13927446 0.37180662
111	-0.2727556 -0.39403248 -0.0670309 0.3858726
114	-0.18621518 -0.48717764 0.13400958 0.39031684
116	-0.24178144 -0.4315178 0.015937624 0.3891058
118	-0.2811764 -0.38106686 -0.10356926 0.37615353
119	-0.2749301 -0.42310143 -0.05692869 0.39099872
122	-0.31602472 -0.40365908 -0.14925748 0.39432797
123	-0.26395804 -0.40868044 -0.03931709 0.38605115
125	-0.2802629 -0.4024814 -0.080880515 0.38813055
127	-0.28307942 -0.3849337 -0.09632083 0.38252977
128	-0.2647494 -0.39764366 -0.08763109 0.37571958
130	-0.2349218 -0.43395752 0.004992056 0.385874
133	-0.29154643 -0.39760688 -0.12082979 0.383696
139	-0.23891445 -0.3808954 0.0054468764 0.377536
140	-0.27649316 -0.41117904 -0.08825112 0.38768616
141	-0.26457405 -0.39742187 -0.08528111 0.3752599
142	-0.26145858 -0.4061283 -0.055455167 0.38505906
147	-0.29652688 -0.37877417 -0.13150042 0.38345817
150	-0.22028598 -0.44739917 0.047774024 0.38739166
151	-0.31795767 -0.3513592 -0.17618802 0.37901688
153	-0.30410087 -0.4063779 -0.1490235 0.3863591
157	-0.28610992 -0.3700653 -0.13611433 0.37566277
158	-0.26784924 -0.37169844 -0.08185636 0.3789615
161	-0.23280793 -0.44422567 0.029705785 0.38889763
167	-0.27697808 -0.38958237 -0.08226218 0.38354877
169	-0.33413777 -0.33304837 -0.20923802 0.38064063
