size=64, nhead=8, dropout=0.4, neigh-por=0.6, lr=0.01, batch-size=256, epochs=50, attributed=True, supervised=True
0	1.8650119304656982 -1.5660544633865356 -1.990401268005371 -1.6810351610183716
7	1.8193753957748413 -1.6287344694137573 -1.9420452117919922 -1.9157936573028564
14	1.9692118167877197 -1.6750400066375732 -1.997049331665039 -1.6830198764801025
17	1.9576268196105957 -1.4631454944610596 -1.9983857870101929 -1.3011046648025513
18	1.9451322555541992 -1.8354520797729492 -1.9952843189239502 -1.2992701530456543
21	1.941124677658081 -1.8368710279464722 -1.976944088935852 -1.8260247707366943
22	1.8204866647720337 -1.2159185409545898 -1.974289894104004 -1.6444547176361084
26	1.9154844284057617 -1.8072465658187866 -1.9981307983398438 -0.8331001996994019
28	1.6185858249664307 -1.1736021041870117 -1.9934426546096802 -1.1820982694625854
31	1.2561805248260498 -1.8250856399536133 -1.7738099098205566 0.14920508861541748
34	-1.073547124862671 -0.10329651832580566 -1.087800145149231 -1.4043110609054565
42	-0.07151596993207932 0.9490450620651245 -1.9800747632980347 -1.6980589628219604
43	1.8003973960876465 -1.3803627490997314 -1.9904453754425049 -1.6912708282470703
45	1.781829833984375 -1.9152886867523193 -1.7412071228027344 -1.9071335792541504
46	1.7965586185455322 -0.37003782391548157 -1.9972540140151978 -1.0650904178619385
47	1.966801643371582 -1.622807502746582 -1.9955964088439941 -1.699112892150879
48	0.07249319553375244 -0.45503079891204834 -1.9982502460479736 1.0066776275634766
50	1.9211429357528687 -1.6222413778305054 -1.9901965856552124 -1.865206241607666
59	1.9186182022094727 -1.923218011856079 -1.9228284358978271 -0.8743630647659302
61	1.899669885635376 -1.8622287511825562 -1.9760934114456177 -1.518864393234253
62	-1.8646448850631714 0.08187253773212433 -0.5046490430831909 -1.7539653778076172
67	1.9186298847198486 -1.862432599067688 -1.9874179363250732 -1.4335618019104004
68	1.9651529788970947 -1.7445003986358643 -1.9952913522720337 -1.4840929508209229
72	1.5373830795288086 -1.8765887022018433 -1.973826289176941 -0.11684645712375641
73	-0.4545852541923523 0.2539445459842682 -1.855866551399231 -1.7004263401031494
76	1.9622979164123535 -1.8236422538757324 -1.997032642364502 -1.1940405368804932
78	1.9212367534637451 -1.732923984527588 -1.9063560962677002 -1.4493135213851929
79	1.94137704372406 -1.5640772581100464 -1.9926917552947998 -1.8740272521972656
81	1.9605445861816406 -1.6634526252746582 -1.995065450668335 -1.6585698127746582
82	-1.30991530418396 1.192389965057373 -1.9957952499389648 0.7546643018722534
84	-0.7181803584098816 -1.8678314685821533 1.1611931324005127 -1.972291111946106
85	1.535980463027954 0.9969769716262817 -1.9864144325256348 -1.72135329246521
88	1.8163893222808838 -1.6289136409759521 -1.9858527183532715 -1.714707851409912
89	1.1671215295791626 -0.9706932306289673 -1.8413729667663574 -1.9284017086029053
97	1.4548332691192627 -1.7412854433059692 -1.9520411491394043 -0.6510400176048279
101	1.7202045917510986 -1.1176087856292725 -1.9525203704833984 -1.0748921632766724
103	1.7328882217407227 -1.3245445489883423 -1.98978853225708 -1.709079623222351
104	1.847339153289795 -1.8245892524719238 -1.8695342540740967 -1.9529216289520264
107	1.817084789276123 -1.1683200597763062 -1.999574899673462 0.7094030380249023
109	0.07072409987449646 -0.6721329092979431 -1.343309998512268 -1.8752506971359253
110	0.9303744435310364 -1.5439531803131104 -0.8810513019561768 -1.793285608291626
113	0.24801814556121826 -1.9274306297302246 0.6513423323631287 -1.8385252952575684
115	0.6863057613372803 -1.5621455907821655 -1.9196569919586182 -0.6473761796951294
121	-0.8696244955062866 -1.6699705123901367 -1.438363790512085 -0.10180968046188354
124	1.782479166984558 -1.077115535736084 -1.9986579418182373 -0.33084914088249207
126	1.9340722560882568 -0.7777448892593384 -1.9991486072540283 -1.403377890586853
131	1.9198845624923706 -1.6248681545257568 -1.9666640758514404 -1.8738667964935303
136	1.9382588863372803 -1.6655149459838867 -1.991283655166626 -1.8349355459213257
144	1.8745934963226318 -1.402010440826416 -1.997524619102478 -1.3025081157684326
146	1.9554622173309326 -1.5602577924728394 -1.9964426755905151 -1.5640358924865723
148	1.9255082607269287 -1.8394185304641724 -1.9940409660339355 -1.2366623878479004
156	1.9586657285690308 -1.7447631359100342 -1.99013090133667 -1.8381993770599365
160	1.9654767513275146 -1.7598319053649902 -1.995471715927124 -1.6074237823486328
164	1.846710205078125 -1.6911756992340088 -1.9739245176315308 -1.8457359075546265
165	0.3598955273628235 -1.4134560823440552 -1.9625710248947144 -0.5247129797935486
174	1.4775924682617188 -1.9760942459106445 -1.4224008321762085 -1.4732733964920044
175	1.962650179862976 -1.6605181694030762 -1.9988970756530762 -0.8402339816093445
177	1.9305076599121094 -1.9007560014724731 -1.9953060150146484 -0.8784762620925903
182	1.907944679260254 -1.7085826396942139 -1.9966285228729248 -1.1743897199630737
184	1.9231648445129395 -0.20181980729103088 -1.9948515892028809 -1.8876476287841797
188	1.9557944536209106 -1.4731225967407227 -1.9946889877319336 -1.8366451263427734
194	1.6828445196151733 -1.606926679611206 -1.981919288635254 -1.259690761566162
197	1.9252279996871948 -1.552443027496338 -1.996917724609375 -1.4985649585723877
199	1.8486114740371704 -0.2386830896139145 -1.9991936683654785 0.0772232711315155
202	1.9061223268508911 -1.6446971893310547 -1.9894130229949951 -0.9288311004638672
203	0.6581922769546509 -1.4132674932479858 -1.9971423149108887 1.4375617504119873
205	1.7569973468780518 -1.1014606952667236 -1.9849739074707031 -1.6273454427719116
207	1.9602599143981934 -1.751448392868042 -1.9987156391143799 -0.4639636278152466
209	1.9466415643692017 -1.7068655490875244 -1.998281717300415 -0.9099497199058533
211	0.9226932525634766 -0.6056806445121765 -1.9781725406646729 0.11531677842140198
216	1.9560351371765137 -1.0781283378601074 -1.9989320039749146 -0.9565989971160889
217	-0.31640303134918213 1.1054061651229858 -1.9995660781860352 1.1478439569473267
219	1.6727516651153564 -1.6247223615646362 -1.98044753074646 -1.21868896484375
223	1.8921575546264648 -1.879523515701294 -1.9610037803649902 -1.652451515197754
226	1.7620856761932373 -1.8446781635284424 -1.9023456573486328 -1.856614351272583
228	1.9634521007537842 -1.5402438640594482 -1.9987895488739014 -1.3310469388961792
229	1.8543975353240967 -1.7861897945404053 -1.986290693283081 -1.2874534130096436
232	1.9578449726104736 -1.4057724475860596 -1.998225212097168 -1.675595998764038
234	1.7454731464385986 -0.16416308283805847 -1.99887216091156 -1.333327293395996
235	-0.09040427953004837 0.948668360710144 -1.9770545959472656 -1.9498274326324463
242	1.7689714431762695 -1.4290424585342407 -1.9973711967468262 -0.30069708824157715
245	-0.48665139079093933 -1.587721824645996 -0.025611281394958496 -1.8644139766693115
246	1.9378167390823364 -0.8892621994018555 -1.9991459846496582 -1.4797286987304688
254	1.9220221042633057 -1.4817075729370117 -1.9976890087127686 -0.9620018005371094
255	1.5732250213623047 -1.5912997722625732 -1.9367730617523193 -1.4462230205535889
260	1.6397171020507812 -1.9072871208190918 -0.17830803990364075 -1.8187732696533203
262	1.7235909700393677 -1.9485182762145996 -1.2773327827453613 -1.8735369443893433
264	1.9604082107543945 -1.6248098611831665 -1.9950041770935059 -1.8076494932174683
266	1.9095182418823242 -0.5955163240432739 -1.9990334510803223 -1.534813642501831
269	-0.17978616058826447 0.12186714261770248 -1.841505765914917 -1.794037103652954
272	0.9059109687805176 -1.8160536289215088 -1.750899314880371 -1.6780319213867188
274	1.8139846324920654 -1.657818078994751 -1.4891680479049683 -0.5541790127754211
276	0.36404210329055786 -0.0631805807352066 -1.9884324073791504 -1.6676380634307861
278	1.852843999862671 -1.0844497680664062 -1.9478968381881714 -1.614912509918213
281	1.9794623851776123 -1.5869829654693604 -1.9974405765533447 -1.8548589944839478
282	0.6125057339668274 -0.8948344588279724 -1.919754981994629 -1.7873172760009766
287	1.6504751443862915 1.2069237232208252 -1.9973758459091187 -1.7198233604431152
288	1.8364241123199463 -0.8174031972885132 -1.9913066625595093 -1.9124494791030884
290	1.9550145864486694 -1.6810011863708496 -1.994227647781372 -1.5503406524658203
291	1.9375333786010742 -1.4684240818023682 -1.9420340061187744 -1.9598069190979004
294	1.70221745967865 -1.181091070175171 -1.996382236480713 -1.1807610988616943
298	1.9545650482177734 -1.8734560012817383 -1.6933109760284424 -1.9902515411376953
302	1.9498419761657715 -1.6606409549713135 -1.9959335327148438 -1.6185375452041626
304	1.1549075841903687 1.874711036682129 -1.9988420009613037 -1.7026567459106445
307	1.3062846660614014 -1.2100569009780884 -1.9349790811538696 -0.8414270877838135
309	1.8858473300933838 -1.7606217861175537 -1.9980204105377197 -0.2763005495071411
313	1.9133625030517578 -0.9478981494903564 -1.992740511894226 -1.827504277229309
318	1.4315733909606934 -1.6643868684768677 -1.9910533428192139 -0.5671968460083008
320	0.4600217342376709 -0.8137985467910767 -1.9991986751556396 1.8431812524795532
321	1.9593336582183838 -1.8357453346252441 -1.9722990989685059 -1.4820189476013184
323	0.6604148149490356 1.2060891389846802 -1.983274221420288 -1.9624122381210327
325	1.935302972793579 -1.3526558876037598 -1.9984995126724243 -1.2300283908843994
328	1.3980052471160889 -1.5999829769134521 -1.9860769510269165 -0.04588520526885986
330	1.9687159061431885 -1.6241868734359741 -1.9955880641937256 -1.8389036655426025
331	1.1335207223892212 -0.8509950637817383 -1.9942193031311035 -1.2032090425491333
333	1.9090087413787842 -1.482438325881958 -1.944345235824585 -1.9796630144119263
335	-1.0851373672485352 1.8852136135101318 -1.9943342208862305 -1.8332743644714355
339	1.083773136138916 -1.0593143701553345 -1.8500839471817017 -1.6876161098480225
340	1.9643654823303223 -1.7996644973754883 -1.9990671873092651 0.8478202819824219
341	1.9412920475006104 -1.3530864715576172 -1.9953670501708984 -1.8164976835250854
343	1.1141853332519531 -1.2531176805496216 -1.9873089790344238 -0.6187394857406616
353	1.8268444538116455 -1.7882475852966309 -1.9945658445358276 -0.790829062461853
360	1.9376814365386963 -1.8165018558502197 -1.9869877099990845 -1.5768123865127563
362	0.6348065137863159 -1.3421621322631836 -1.6600232124328613 -1.8105666637420654
364	1.9684910774230957 -1.7399590015411377 -1.997941493988037 -1.319976806640625
375	1.93546724319458 -1.4234812259674072 -1.998620867729187 0.6315963864326477
377	1.9662343263626099 -1.408168911933899 -1.9989368915557861 -0.6991173624992371
379	1.8305392265319824 -1.8266650438308716 -1.9937691688537598 -0.9002876281738281
383	0.1618608683347702 -1.0981206893920898 -1.8058140277862549 -1.6474440097808838
384	-0.40220141410827637 1.7713333368301392 -1.9178924560546875 -1.978623390197754
387	1.8856689929962158 -1.612147569656372 -1.9864592552185059 -1.809425711631775
391	1.8023715019226074 -0.6127781867980957 -1.9947731494903564 -1.7652573585510254
392	1.6528607606887817 -0.8607003092765808 -1.9662394523620605 -1.8565752506256104
396	1.492980718612671 -1.6590509414672852 -1.8713479042053223 -1.9084117412567139
401	1.7402749061584473 -0.8237535953521729 -1.9855808019638062 -1.7780240774154663
405	1.8178514242172241 -1.4500279426574707 -1.9939608573913574 -1.2341192960739136
406	1.9732941389083862 -1.2800167798995972 -1.9993088245391846 -1.3825287818908691
