4	0
5	0
9	0
24	0
27	0
32	0
35	0
36	0
37	0
52	0
63	0
69	0
70	0
71	0
80	0
95	0
111	0
114	0
119	0
122	0
123	0
125	0
127	0
128	0
130	0
139	0
141	0
147	0
150	0
153	0
158	0
161	0
169	0
170	0
171	0
172	0
176	0
179	0
191	0
192	0
195	0
200	0
204	0
218	0
230	0
231	0
233	0
237	0
243	0
258	0
259	0
265	0
267	0
270	0
273	0
277	0
279	0
296	0
303	0
306	0
308	0
314	0
316	0
322	0
324	0
329	0
337	0
338	0
344	0
345	0
350	0
365	0
366	0
371	0
376	0
380	0
382	0
385	0
400	0
403	0
404	0
412	0
415	0
420	0
425	0
426	0
427	0
428	0
432	0
435	0
468	0
469	0
475	0
478	0
480	0
484	0
488	0
491	0
495	0
496	0
499	0
506	0
512	0
514	0
516	0
522	0
535	0
543	0
565	0
570	0
575	0
576	0
585	0
590	0
592	0
603	0
623	0
636	0
652	0
653	0
662	0
666	0
680	0
682	0
686	0
690	0
697	0
701	0
707	0
713	0
719	0
722	0
725	0
729	0
731	0
735	0
739	0
744	0
754	0
769	0
778	0
782	0
786	0
789	0
791	0
805	0
807	0
816	0
823	0
828	0
842	0
843	0
846	0
850	0
860	0
865	0
882	0
887	0
888	0
892	0
895	0
900	0
905	0
908	0
928	0
929	0
938	0
940	0
955	0
978	0
979	0
988	0
1002	0
1004	0
1005	0
1009	0
1011	0
1012	0
1018	0
1021	0
1022	0
1023	0
1029	0
1032	1
1038	1
1040	1
1059	1
1063	1
1066	1
1069	1
1074	1
1078	1
1081	1
1082	1
1083	1
1085	1
1087	1
1088	1
1090	1
1094	1
1111	1
1112	1
1122	1
1124	1
1128	1
1137	1
1139	1
1145	1
1150	1
1162	1
1167	1
1168	1
1175	1
1182	1
1187	1
1189	1
1191	1
1195	1
1204	1
1221	1
1235	1
1239	1
1241	1
1242	1
1245	1
1246	1
1247	1
1249	1
1250	1
1270	1
1272	1
1274	1
1281	1
1297	1
1313	1
1317	1
1320	1
1323	1
1328	1
1332	1
1335	1
1345	1
1349	1
1351	1
1364	1
1376	1
1381	1
1388	1
1395	1
1402	1
1418	1
1423	1
1426	1
1429	1
1430	1
1434	1
1435	1
1440	1
1451	1
1454	1
1461	1
1469	1
1472	1
1475	1
1477	1
1481	1
1483	1
1484	1
1493	1
1508	1
1517	1
1522	1
1523	1
1527	1
1537	1
1551	1
1554	1
1566	1
1569	1
1570	1
1574	1
1582	1
1598	1
1600	1
1619	1
1626	1
1641	1
1642	1
1656	1
1657	1
1660	1
1671	1
1681	1
1686	1
1690	1
1693	1
1699	1
1700	1
1702	1
1703	1
1704	1
1705	1
1706	1
1713	1
1714	1
1722	1
1724	1
1727	1
1728	1
1732	1
1748	1
1751	1
1758	1
1764	1
1766	1
1769	1
1775	1
1785	1
1786	1
1789	1
1794	1
1801	1
1805	1
1806	1
1809	1
1815	1
1828	1
1831	1
1836	1
1837	1
1846	1
1855	1
1858	1
1861	1
1863	1
1866	1
1869	1
1878	1
1884	1
1888	1
1894	1
1903	1
1910	1
1912	1
1916	1
1925	1
1929	1
1930	1
1932	1
1936	1
1937	1
1938	1
1942	1
1946	1
1950	1
1954	1
1959	1
1973	1
1977	1
1979	1
1986	1
1992	1
1993	1
1995	1
1998	1
2002	1
2008	1
2009	1
2016	1
2020	1
2032	1
2034	1
2035	1
2048	1
2054	1
2056	1
2058	1
2063	1
2067	1
2068	1
2076	1
2079	1
2080	1
2113	2
2118	2
2121	2
2127	2
2132	2
2144	2
2159	2
2160	2
2162	2
2169	2
2176	2
2177	2
2180	2
2182	2
2184	2
2191	2
2196	2
2200	2
2201	2
2202	2
2203	2
2210	2
2216	2
2218	2
2227	2
2231	2
2235	2
2248	2
2249	2
2256	2
2272	2
2289	2
2295	2
2298	2
2302	2
2319	2
2341	2
